id,NL,Code
11016,"Execute SQL with $conn$: Query isbn in the books table where low_title is $title$ and low_author is $author$.If the number of query results rows is 0, render the ""error.html"" page and input ""Sorry"" in the message field.If the number of rows is not 0, input the query message, render the""books.html"" page, and pass the query result to the books parameter.""","public List user(JdbcTemplate conn,String title,String author){
List books = conn.query(""select isbn from books where low_title=? and low_author=? "", new Object[]{title,author}, new BeanPropertyRowMapper(List.class));
if (books.isEmpty()){
return null;
}
else {
return books;
}
}"
11450,"""Use ORM and $session$ to execute SQL (query all information in $cls$ table based on $id$), get all the queried data and return.","public List selectRes(EntityManager session, Root<Object> cls, String id){
CriteriaBuilder cb = session.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(cls).where(cb.equal(cls.get(""id""),id));
List<Object> values = session.createQuery(cq).getResultList();
return values;
}"
11072,"""If $type$ is not None, use $conn$ to execute SQL (query the name in the master_table table based on $type$) and return the execution result. Otherwise, retutn None.","public List getTableNames(JdbcTemplate conn,String type){
if (type!=""""&&type!=null){
List names = conn.query(""select name from master_table where type= ? "", new Object[]{type}, new BeanPropertyRowMapper(List.class));
return names;
}
else {
return null;
}
}"
13779,"Set sql (query the user_id column in the ic_user_session table according to $session_hash$) and use $conn$ to execute SQL. If there is no query result, return None,and finally return the obtained 0th element of the first query result.","public Object getUserIdFromSession(JdbcTemplate conn,String session_hash){
List res = conn.query(""select user_id from ic_user_session where session_hash =? "", new Object[]{session_hash}, new BeanPropertyRowMapper(List.class));
if (res.isEmpty()){
return null;
}
else {
return res.get(0);
}
}"
13572,"""Set up sql (query all the information in the db_table table based on $wildcards$),execute SQL with $conn$, get all the query results, print and return the execution results.","public List mysqlSelect(JdbcTemplate conn,String wildcards){
List rslt = conn.query(""select * from db_table where wildcards= ? "", new Object[]{wildcards}, new BeanPropertyRowMapper(List.class));
System.out.println(rslt);
return rslt;
}"
13321,""" connect the database according to $db$.Execute SQL (query the user_id column in the users table with the condition that $user_id$ and age is less than $age$), get all the query results,use for loop to print each query result and each query result converted to dict.","public void textSql(DataSource db,String user_id,String age){
JdbcTemplate conn = new JdbcTemplate(db);
List s = conn.query("" select user_id from users where user_id= ? and age < ?"", new Object[]{user_id,age}, new BeanPropertyRowMapper(List.class));
for (Object x : s) {
System.out.println(x);
}
}"
13419,"""If $schema_name$ is reversed, return False; otherwise use $conn$ to execute SQL(get table_name column in all_tables table with table_name as $name$ and owner as $schema_name$), get all the data and return query result.","public List selectValue(JdbcTemplate conn,String schema_name,String name){
if (schema_name!=""""&&schema_name!=null){
List rs = conn.query(""select table_name from all_tables where table_name = ? AND owner = ?"", new Object[]{name,schema_name}, new BeanPropertyRowMapper(List.class));
return rs;
}
else {
return null;
}
}"
14112,"""If the request module uses post to send a request, execute SQL via $conn$: Query all columns in the reviews table based on $author_id$ and $book_isbn$, and get the first piece of data.If the query result is empty, render and return ""error.html""; otherwise render and return ""review.html"", where the reviews parameter is the query result.","public Object review(JdbcTemplate conn,String author_id,String book_isbn, Model model){
List reviews = conn.query(""select * from reviews where author_id= ? and book_isbn= ?"", new Object[]{author_id,book_isbn}, new BeanPropertyRowMapper(List.class));
if (reviews.isEmpty()){
return ""error.html"";
}
else {
model.addAttribute(""reviews"",reviews.get(0));
return ""review.html"";
}
}"
14006,"Try to execute the SQL statement(get all the columns in the pg_stat_activity table) through $conn$,get all the data and return the query results. Print exception information when Exception appears.","public List test(JdbcTemplate conn){
List records = null;
try {
records = conn.query(""select * from pg_stat_activity"", new BeanPropertyRowMapper(List.class));
}
catch (Exception e){
e.printStackTrace();
}
return records;
}"
14205,Set the SQL statement: Query the data in the $taglist$ table based on $code_no$ and execute SQL through $conn$ to get all the data.For loop iterates through the execution result and prints.,"public String selectUrls(EntityManager conn, Root<Object> passengers, String flight_id, Model model){
        CriteriaBuilder cb = conn.getCriteriaBuilder();
        CriteriaQuery<Object> cq = cb.createQuery(Object.class);
        cq.select(passengers).where(cb.equal(passengers.get(""flight_id""),flight_id));
        List<Object> values = conn.createQuery(cq).getResultList();
        if (values.isEmpty()){
            model.addAttribute(""message"",""No such flights"");
            return ""error.html"";
        }
        else {
            model.addAttribute(""passengers"",values);
            return ""flight.html"";
        }
    }"
11083,"In ORM mode, use $session$ to execute SQL (query the information in the $User$ table when email is $login_email$) and get the first piece of data. Return True, if the query result exists. Otherwise, return False.","public Boolean getUser(EntityManager session, Root<Object> User, String login_email){
CriteriaBuilder cb = session.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(User).where(cb.equal(User.get(""email""),login_email));
List<Object> user = session.createQuery(cq).getResultList();
if (user.isEmpty()){
return false;
}
else {
return true;
}
}"
13487,"Use $db$ to execute SQL (get all columns in the books table based on $isbn$) and get the first piece of data. If the query result is None, then return the rendered ""error.html"", then use $db$ to execute SQL (get the number of all columns in the reviews table with book_id as $id$) and get the 0th element of all the data. Finally return the three columns processed by jsonify: title, author and review_count.","public JSONObject api(JdbcTemplate db,String id,String isbn){
List book = db.query(""select * from books where isbn = ?"", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
if (!book.isEmpty()){
return null;
}
else {
List review_count = db.query(""select count(*) from reviews where book_id = ?"", new Object[]{id}, new BeanPropertyRowMapper(List.class));
JSONObject jsonObject = JSONObject.parseObject(book.get(0).toString());
JSONObject json = new JSONObject();
json.put(""title"", jsonObject.getString(""title""));
json.put(""author"", jsonObject.getString(""author""));
json.put(""review_count"", JSONObject.parseObject(review_count.get(0).toString()).getString(""count""));
return json;
}
}"
11148,"Set the SQL statement(Format the output string with the format () function, query the otu_id in the samples where the id of input is $input_id$）,execute the SQL statement with the $conn$ connection to get all the data and use jsonify to return the retrieved data.","public JSONArray queryPage(JdbcTemplate conn,String input_id){
List infor = conn.query(""select otu_id from samples where input_id= ?"", new Object[]{input_id}, new BeanPropertyRowMapper(List.class));
return JSONObject.parseArray(infor.toString());
}"
13465,Execute SQL through $conn$ (get all columns in the books table based on $isbn$)and get the first piece of data. Then convert the query results into list and return the contents of the list.,"public List getBookByIsbn(JdbcTemplate conn,String isbn){
List book = conn.query(""select * from books where isbn = ?"", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
return book;
}"
11022,"If the content of $database_name$ is ""sqlite"", then use $conn$ to execute SQL (query the paper information in database based on $database_uri$),get all the data, and return the query result. Return False if $database_name$ is something else.","public List createEngine(JdbcTemplate conn,String database_uri,String database_name){
if (""sqlite"".equals(database_name)){
List papers = conn.query(""select paper from database_name where database_uri= ?"", new Object[]{database_uri}, new BeanPropertyRowMapper(List.class));
return papers;
}
else {
return null;
}
}"
13244,"Creating a database engine with $db_string$. Try to set up SQL (query all columns in tb_user where senha is $senha$) ,execute SQL to get all the data and return it. If an Exception error occurs, the specific Exception information is printed and the query result is assigned to False. Finally, the query results are returned.","public List selectValue(DataSource db_string,String senha){
JdbcTemplate conn = new JdbcTemplate(db_string);
try {
List res = conn.query(""select * from tb_user where senha = ?"", new Object[]{senha}, new BeanPropertyRowMapper(List.class));
return res;
}
catch (Exception e){
e.printStackTrace();
return null;
}
}"
11098,Use an java expression to set SQL (query the values in the $testtable$ table based on $id$).Use $conn$ to execute the SQL and get all the data. Set the assertion to determine that the query data length is greater than 0.,"public List testInserted(EntityManager conn, Root<Object> testtable, String id){
CriteriaBuilder cb = conn.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(testtable).where(cb.equal(testtable.get(""id""),id));
List<Object> result = conn.createQuery(cq).getResultList();
assert result.size()>0;
if (result.isEmpty()){
return null;
}
else {
return result;
}
}"
13446,Use $e$ to connect to the database and execute the SQL (get all the columns in the ontime_data table processed by the counting method based on $Origin$) and get all the data. Finally return the query results.,"public List selectCount(DataSource e,String Origin){
JdbcTemplate conn = new JdbcTemplate(e);
List result = conn.query(""select count(*) from ontime_data where Origin = ?"", new Object[]{Origin}, new BeanPropertyRowMapper(List.class));
return result;
}"
13458,Use $conn$ to execute the SQL (get the name column in the tb1 table based on $value$) and get all the data. Then set the assertion that the length of the query result is greater than 0. Finally return the 0th element of the query result.,"public List testAsyncCursorServerSide(JdbcTemplate conn,String value){
List names = conn.query(""select name from tb1 where value = ?"", new Object[]{value}, new BeanPropertyRowMapper(List.class));
assert names.size()>0;
if (names.isEmpty()){
return null;
}
else {
return names;
}
}"
11568,"Use the $conn$ connection to execute the SQL (query all columns in the reviews table based on $isbn$) and get all the data. If the query result is empty, use jsonify to return ""Erro, reviews not found""; otherwise, use jsonify to return all the results of the query.","public JSONArray isbnApi(JdbcTemplate conn,String isbn){
List values = conn.query(""select * from reviews where isbn = ?"", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
if (values.isEmpty()){
JSONArray jsonArray = new JSONArray();
Object put = new JSONObject().put(""Erro"", ""reviews not found"");
jsonArray.add(put);
return jsonArray;
}
else {
return JSONObject.parseArray(values.toString());
}
}"
13525,"Execute SQL with $conn$ (query all columns in the user table according to $name$),get all the query results, use for loop to traverse all obtained query results, print the format string, that is the id and name fields of each piece of data, and separate them with '|'.","public void selectDb(JdbcTemplate conn,String name){
List users = conn.query(""select * from user where name= ?"", new Object[]{name}, new BeanPropertyRowMapper(List.class));
for (Object user : users) {
JSONObject jsonObject = JSONObject.parseObject(user.toString());
System.out.println(jsonObject.getString(""id"")+""|""+jsonObject.getString(""name""));
}
}"
14088,"Step 1: Execute SQL through $db$: Query the 0th element of the first 'title' in the books table according to $isbn$; step 2: Executes SQL through $db$: Query the 0th element of the first 'author' in the books table according to $isbn$; s tep 3: Executes SQL through $db$: Query the 0th element of the first 'year' in the books table according to $isbn$. Render and return ""book.html"", where the name parameter is the query result of step1, the author parameter is the query result of step2, and the published parameter is the query result of step3.","public Map book(JdbcTemplate conn,String isbn){
List name = conn.query(""select title from books where isbn= ?"", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
List author = conn.query(""select author from books where isbn= ?"", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
List published = conn.query(""select year from books where isbn= ?"", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
JSONObject json1 = JSONObject.parseObject(name.get(0).toString());
JSONObject json2 = JSONObject.parseObject(author.get(0).toString());
JSONObject json3 = JSONObject.parseObject(published.get(0).toString());
Map map = new HashMap();
map.put(""name"",json1.getString(""name""));
map.put(""author"",json2.getString(""author""));
map.put(""published"",json3.getString(""published""));
return map;
}"
13397," connect the database according to $engine$. Execute SQL (query the manufacturer column in the items table according to $name$)and get all the query results. If the query results are empty, return None;
otherwise, convert the query results to dict and return.","public List findBeers(JdbcTemplate engine,String name){
List result = engine.query(""select manufacturer from items where name= ?"", new Object[]{name}, new BeanPropertyRowMapper(List.class));
if (result.isEmpty()){
return null;
}
else {
return result;
}
}"
13049,"Use java expressions to set up SQL: Query everything in the $users$ table based on $username$. Use $conn$ to execute SQL and get the first piece of data. Finally, return the query result.","public Object logout(EntityManager conn, Root<Object> users, String username){
CriteriaBuilder cb = conn.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(users).where(cb.equal(users.get(""username""),username));
List<Object> user = conn.createQuery(cq).getResultList();
return user;
}"
11677,"Execute SQL with $db$ (get the name column in the contact_mode table according to $id$), and use for loop to print every item f all data.","public void getModes(JdbcTemplate conn,String id){
List modes = conn.query(""select name from contact_mode where id= ? "", new Object[]{id}, new BeanPropertyRowMapper(List.class));
for (Object mode : modes) {
System.out.println(mode);
}
}"
11325,"Set sql (query all columns in the $User$ table according to $KartenID$) , use $engine$ to execute the java expression, get all the data and close the connection. If the query data length is not 0, output success and return True; otherwise, output fail and return False.","public boolean authenticateRfid(EntityManager engine, Root<Object> User, String KartenID){
CriteriaBuilder cb = engine.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(User).where(cb.equal(User.get(""url""),KartenID));
List<Object> mou = engine.createQuery(cq).getResultList();
if (mou.isEmpty()){
System.out.println(""fail"");
return false;
}
else {
System.out.println(""success"");
return true;
}
}"
13689,"Set SQL (query all columns in the assignments table where course_id is $classid$ and student_id is $studentid$). Execute SQL with $conn$ and get all the data. Convert each item in the query results to the dic type and store the results as values for the records in the dictionary. Finally, return the serialized dictionary.","public JSONArray getRecords(JdbcTemplate conn,String classid,String studentid){
List data = conn.query(""select * from assignments where course_id=? and student_id = ?"", new Object[]{classid,studentid}, new BeanPropertyRowMapper(List.class));
return JSONObject.parseArray(data.toString());
}"
11470,"If the request method is ""GET"",return the rendered 'index.html' page.If the request method is ""POST"",set the SQL (query the isbn column in the booktable table based on $bookname$), use $conn$ to execute the SQL and get all the query results. Return the rendered'index.html' page with the books parameter as the query result.","public String index(HttpRequest request,JdbcTemplate conn,String bookname, Model model){
if (request.getMethod().equals(""POST"")){
List books = conn.query(""select isbn from booktable where bookname = ?"", new Object[]{bookname}, new BeanPropertyRowMapper(List.class));
model.addAttribute(""books"",books);
return ""index.html"";
}
else {
return ""index.html"";
}
}"
13513,"Use $conn$ to execute SQL (query the name column in the passengers table according to $flight_id$), get all the query results, use for loopto traverse all the query results obtained, print the name field of each piece of date. If the length of the query result is 0, print ""No passengers. and return 'empty'; otherwise, return the query result.","public List main(JdbcTemplate conn,String flight_id){
List passengers = conn.query(""select name from passengers where flight_id = ?"", new Object[]{flight_id}, new BeanPropertyRowMapper(List.class));
for (Object passenger : passengers) {
System.out.println(JSONObject.parseObject(passenger.toString()).getString(""name""));
}
if (passengers.isEmpty()){
System.out.println(""No passengers."");
return null;
}
else {
return passengers;
}
}"
11262,"""Use $conn$ to execute SQL (get all the columns in users based on $image_url$) , get all the data, and finally return the obtained result data.","public List insertImageUrl(JdbcTemplate conn,String image_url){
List result = conn.query(""select * from users where image_url = ?"", new Object[]{image_url}, new BeanPropertyRowMapper(List.class));
return result;
}"
14183,Execute SQL via $conn$: Query all schema data in 'table'. For loop iterates through all query results and prints and returns all query results,"public List getQuery(JdbcTemplate conn){
List rows = conn.query(""select schema from table"", new BeanPropertyRowMapper(List.class));
for (Object row : rows) {
System.out.println(row);
}
return rows;
}"
11596,"Open the books.csv file and read it.Iterate the contents of the file through the next () method. Use for loop traverse the contents of the read file,query all the columns in the books table where isbn is $isbn$ through $conn$, and get all the data. Set the assertion to determine that the returned resultis not empty list, and return the query result.","public List main(JdbcTemplate conn){
List list = new ArrayList();
String filePath = ""books.csv"";
try (Scanner sc = new Scanner(new FileReader(filePath))) {
while (sc.hasNextLine()) { //按行读取字符串
String isbn = sc.nextLine();
List values = conn.query(""select * from books where isbn = ?"", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
if (!values.isEmpty()){
System.out.println(values);
for (Object value : values) {
list.add(value);
}
}
}
}catch (FileNotFoundException e) {
e.printStackTrace();
}
return list;
}"
14249,"If $isbn$ is empty, return False. Execute the SQL statement through $con$,which reads: Query the first 'author'in books table beased on the $isbn$,print the query result and return it.","public List bookApi(JdbcTemplate con,String isbn){
if ("""".equals(isbn)||isbn==null){
return null;
}
else {
List data = con.query(""select * from books where isbn = ?"", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
System.out.println(data);
return data;
}
}"
13997,Set the SQL statement: Query the is_admin in the users table through $username$. Use $conn$ to execute SQL to get all the data and return.,"public List getPlayerForUsername(JdbcTemplate con,String username){
List result = con.query(""select is_admin from users where username = ?"", new Object[]{username}, new BeanPropertyRowMapper(List.class));
return result;
}"
13673,"""Set SQL: query destination information in the flights where origin is $origin$ and duration is $duration$. Use $conn$ to execute the SQL and get the first data. Return the rendered ""added.html"" page and passe the query result to the RES parameter.","public String getFlight(JdbcTemplate conn,String origin,String duration,Model model){
List res = conn.query(""select destination from flights where origin= ? and duration= ?"", new Object[]{origin,duration}, new BeanPropertyRowMapper(List.class));
model.addAttribute(""res"",res);
return ""addded.html"";
}"
14128,"Get the database engine via $db_conn_uri_default$ and establish a connection. Execute the SQL statement (get the first uri in the database based on $name$), close the database connection, and return all the obtained data.","public List getdata(DataSource db_conn_uri_default,String name){
JdbcTemplate conn = new JdbcTemplate(db_conn_uri_default);
List rec = conn.query(""select uri from database where name = ? "", new Object[]{name}, new BeanPropertyRowMapper(List.class));
return rec;
}"
13394,"""Get the database engine through $call_center$, where the echo parameter is set to True, and a connection is established. Execute the SQL statement (query all the columns in the companies table according to $name_company$),
get all the data, use for loop to traverse all obtained query results, insert the 0th element of each piece of data into a list, and return the 0th element of the list.","public List getCompanyIdByName(DataSource db_conn_uri_default,String name){
JdbcTemplate conn = new JdbcTemplate(db_conn_uri_default);
List result = conn.query(""select * from companies where name_company= ? "", new Object[]{name}, new BeanPropertyRowMapper(List.class));
List ids = new ArrayList();
for (Object i : result) {
ids.add(JSONObject.parseObject(i.toString()).get(0));
}
return ids;
}"
13998,"Set the SQL statement: Query the average_score in the books table through $isbn$, use $conn$ to execute SQL to get all the data, and use jsonify to return the obtained data.","public JSONArray isbnCheck(JdbcTemplate conn,String isbn){
List api_return = conn.query(""select average_score from books where isbn = ? "", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
return JSONObject.parseArray(api_return.toString());
}"
11696,"""Execute SQL with $conn$ (get the id column in the POLYNOME_CORRECTION table according to $name$), get all the data, then use fr loop to convert the 0th element of each item of the qu ery result into list, and finally return the list content.","public List getIndetify(JdbcTemplate conn,String name){
List result = conn.query(""select id from polynome_correction where name= ? "", new Object[]{name}, new BeanPropertyRowMapper(List.class));
List instruments = new ArrayList();
for (Object ele : result) {
instruments.add(JSONObject.parseObject(ele.toString()).get(0));
}
return instruments;
}"
11513,"Get the database engine through $stock_base$.Set the SQL statement to: Query all columns in the mistakes table based on $tick$, e xecute the SQL statement to get all the data and return all the queried information.","public List getMistakes(DataSource stock_base,String tick){
JdbcTemplate conn = new JdbcTemplate(stock_base);
List item = conn.query(""select * from mistakes where tick = ? "", new Object[]{tick}, new BeanPropertyRowMapper(List.class));
return item;
}"
13390,"Set SQL based on the java expression(query all columns in the $QuestionAnswer$ table based on $answer$). Execute SQL with $con$, get all the data, use for loop to traverse the 'question' field of each query result, store it as list, and return the list.","public List questionsTo(EntityManager con, Root<Object> QuestionAnswer, String answer){
CriteriaBuilder cb = con.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(QuestionAnswer).where(cb.equal(QuestionAnswer.get(""answer""),answer));
List<Object> clause = con.createQuery(cq).getResultList();
List res = new ArrayList();
for (Object row : clause) {
res.add(JSONObject.parseObject(row.toString()).getString(""question""));
}
return res;
}"
13735,"Use $conn$ to execute SQL (query all columns in the flights table based on $id$),get all the query results, use for loop to traverse all the obtained query results, insert the 0th element of each piece of data into a list, and output the list.","public List index(JdbcTemplate conn,String id){
List flights = conn.query(""select * from flights where id = ? "", new Object[]{id}, new BeanPropertyRowMapper(List.class));
List st = new ArrayList();
for (Object i : flights) {
st.add(JSONObject.parseObject(i.toString()).get(0));
}
System.out.println(st);
return st;
}"
13659,"If the request method is POST, execute the following code:set SQL (query all columns in the users table where name is $name$ and password is $pws$) ;execute SQL with $db$ and get all the data; if the query data exists, redirect and url_for to ""search"". Otherwise, if the request method is GET, the rendered ""login.html"" is returned.","public String checkLogin(HttpRequest request,JdbcTemplate db,String name,String password){
if (request.getMethod().equals(""POST"")){
List row = db.query(""select * from users where name = ? and password = ? "", new Object[]{name,password}, new BeanPropertyRowMapper(List.class));
if (!row.isEmpty()){
return ""search"";
}
else {
return ""login.html"";
}
}
else{
return ""login.html"";
}
}"
13175,"Get the database engine using $email_settings$, execute the SQL (get the INDEX column in the akamaiCache where number is $number$) ,get all the data, and return the query results.","public List dropDb(DataSource email_settings,String number){
JdbcTemplate engine = new JdbcTemplate(email_settings);
List res = engine.query(""select INDEX from akamaiCache where number= ? "", new Object[]{number}, new BeanPropertyRowMapper(List.class));
return res;
}"
13040,"If the request method of request is ""POST"" , execute the following code: Use $conn$ to get the cursor; use the cursor to execute SQL (query all columns in the book table based on $title$) and get all the data; close the cursor; if the list type of the query result is not None, return the rendered 'search_results.html',and pass the query result to the books parameter.","public String resultTitle(HttpRequest request,JdbcTemplate conn,String title,Model model){
if (request.getMethod().equals(""POST"")){
List books = conn.query(""select * from book where title= ? "", new Object[]{title}, new BeanPropertyRowMapper(List.class));
if (!books.isEmpty()){
model.addAttribute(""books"",books);
return ""search_results.html"";
}
else {
return null;
}
}
else{
return null;
}
}"
13218,"Connect to the database using $db$,execute the SQL statement (query all columns in query_users) ,and get all the data. Set the assertion that the length ofthe return result is not equal to 0. Close the databaseconnection and finally return all data.","public List getUser(DataSource db){
JdbcTemplate engine = new JdbcTemplate(db);
List user_results = engine.query(""select * from query_users "", new BeanPropertyRowMapper(List.class));
if (user_results.isEmpty()){
return null;
}
else {
return user_results;
}
}"
13667,Try using $session$ to execute the java expression SQL(query the name in the $E_product$ by where id_product is $id_product$)and get the first data. Close $session$ and return the query result.Return False if an exception occurs.,"public Object getProduct(EntityManager session, Root<Object> E_product, String id_product){
try {
CriteriaBuilder cb = session.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(E_product).where(cb.equal(E_product.get(""id_product""),id_product));
List<Object> product = session.createQuery(cq).getResultList();
return product.get(0);
}
catch (Exception e){
return false;
}
}"
13327,"If label is not empty, use $conn$ to execute SQL (query all columns in the 'data_table' table based on $label$), get all the query results, print them and return.","public List getPage(JdbcTemplate conn,String label){
List comment = conn.query(""select * from data_table where label=? "", new Object[]{label}, new BeanPropertyRowMapper(List.class));
System.out.println(comment);
return comment;
}"
11409,"Set SQL (query the password column in the manager table based on $username$), execute SQL based on $conn$ and get all the query results. if the length of the query result is greater than 0,return the data. Otherwise print 'Username does not exists, please signup' and return '/signup'.","public Object loginC(JdbcTemplate conn,String username){
List passwords = conn.query(""select password from manager where username = ?"", new Object[]{username}, new BeanPropertyRowMapper(List.class));
if (passwords.isEmpty()){
System.out.println(""Username does not exists, please sign up"");
return ""/signup"";
}
else {
return passwords;
}
}"
13330,"If the request method is ""POST"", use $db$ to execute SQL (query all columns in the usuarios table based on $usuario$ and $password$), get the first row of data, close the connection, and return the query results.","public Object login(HttpRequest request,JdbcTemplate db ,String usuario,String password){
if (request.getMethod().equals(""POST"")){
List cuenta = db.query(""select * from usuarios where usuario=? and password=?"", new Object[]{usuario,password}, new BeanPropertyRowMapper(List.class));
return cuenta.get(0);
}else {
return null;
}
}"
13901,"If the request module sends the request in a GET method,return the rendered ""login.html"". If the request module sends the request in a POST method, use $conn$ to execute SQL (query all columns in the users table through $username$) andget the first piece of data. If the execution result is empty, render and return ""error.html""; otherwise, use redirect to return ""/ search"".","public Object search(HttpRequest request,JdbcTemplate conn ,String username,Model model){
if (request.getMethod().equals(""POST"")){
List user = conn.query(""select * from users where username = ?"", new Object[]{username}, new BeanPropertyRowMapper(List.class));
if (user.isEmpty()){
return ""/search"";
}
else {
return ""error.html"";
}
}
else {
return ""login.html"";
}
}"
13013,"Use the method of the string format to set SQL(query all columns in the teams table when rownum is $limit$). Use $conn$ to execute SQL and get all the data. Finally, return the query result.","public Object getTeams(JdbcTemplate conn ,String limit){
List result = conn.query(""select * from teams where rownum < ?"", new Object[]{limit}, new BeanPropertyRowMapper(List.class));
return result;
}"
